id,Name,openingTime
1177,Pineapple Grill at Kapalua,"Mon, Sat 6 am - 5:45 pm / Tues 10 am - 2:15 pm / Weds 2:30 pm - 1:30 am / Thurs 5:45 am - 1 am / Fri 2 pm - 4:45 pm / Sun 5:30 pm - 9:45 pm"
1178,Hy's Steak House - Waikiki,"Mon 7:45 am - 5 pm / Tues, Thurs 1 pm - 1:30 am / Weds 6:15 am - 8:15 pm / Fri - Sun 2:45 pm - 11 pm"
1179,Hau Tree Lanai,Sun - Mon 8 am - 10:45 am / Tues - Weds 5:30 pm - 11:30 pm / Thurs - Fri 5 am - 7:30 pm / Sat 12:45 pm - 9:15 pm
1180,Sushi Yuzu - Ko'olina,"Mon, Weds 1:30 pm - 6:45 pm / Tues 2:30 pm - 3:45 pm / Thurs 7:45 am - 8:30 am / Fri 11:30 am - 2 pm / Sat 7:15 am - 1:15 pm / Sun 5 am - 10:30 pm"
1181,Three Fat Pigs,"Mon, Thurs, Sat 8:45 am - 3:30 am / Tues, Fri 6 am - 9:15 am / Weds 12:45 pm - 11 pm / Sun 7:45 am - 11:45 am"
1182,Mi's Italian Bistro,"Mon 1 pm - 3:45 am / Tues, Sat 3:45 pm - 8 pm / Weds 6:15 am - 1:45 pm / Thurs 9:15 am - 3:30 am / Fri 10:30 am - 1:30 am / Sun 12:30 pm - 5:15 pm"
1183,Mariposa at Neiman Marcus - Ala Moana,"Mon, Weds - Thurs 5:30 pm - 12:30 pm / Tues 3:15 pm - 12 pm / Fri, Sun 5:15 pm - 3:15 am / Sat 9:45 am - 9:45 pm"
1184,12th Ave. Grill,"Mon 1:45 pm - 3 pm / Tues 8:45 am - 2:15 am / Weds 6:45 am - 10:45 am / Thurs, Sat 5:45 am - 11:15 am / Fri 3:45 pm - 2:30 am / Sun 5 pm - 3:45 am"
1185,Bills Sydney,Mon 5:30 pm - 10 pm / Tues 9:15 am - 5 pm / Weds 3 pm - 3:45 am / Thurs 10:15 am - 10:15 pm / Fri 1 pm - 8:15 pm / Sat 5:30 am - 7:15 am / Sun 12:45 pm - 3:30 am
1186,Wai'oli Tea Room,"Mon 4:30 pm - 2:30 am / Tues 3:15 pm - 11:30 pm / Weds, Sun 5:45 am - 1:15 pm / Thurs 5:15 pm - 9:15 pm / Fri 11:30 am - 12:15 pm / Sat 11:45 am - 10:45 pm"
1187,Bali Steak & Seafood,"Mon 9 am - 2:45 am / Tues 3:15 pm - 6:30 pm / Weds, Sat 4 pm - 9:15 pm / Thurs 2:45 pm - 9 pm / Fri, Sun 9:45 am - 1 am"
1188,Daylight Mind Coffee Company,"Mon 3:30 pm - 10:45 pm / Tues, Sun 5:30 am - 9:15 pm / Weds 9:15 am - 8:45 pm / Thurs, Sat 9:15 am - 8:15 pm / Fri 6:15 am - 8 pm"
1189,Morimoto - Maui,"Mon 10 am - 3 pm / Tues 10:30 am - 1 am / Weds 11 am - 9 pm / Thurs, Sun 4 pm - 11:15 pm / Fri 6:15 am - 11:30 am / Sat 9:15 am - 3:30 pm"
1190,Hawaii Calls - Marriott Waikoloa,"Mon, Thurs 11 am - 7:45 pm / Tues 5:15 am - 3:30 pm / Weds 11 am - 1 am / Fri 7:15 am - 3:30 pm / Sat 12:45 pm - 1:30 pm / Sun 6:30 am - 10:45 am"
1191,Koa's Seaside Grill,"Mon, Fri 5 am - 3:45 am / Tues 10 am - 12:15 pm / Weds - Thurs 3:30 pm - 12:15 pm / Sat 1:30 pm - 11:30 pm / Sun 11:45 am - 6:30 pm"
1192,Merriman's - Kapalua Maui,"Mon - Tues, Thurs 5:30 pm - 8:30 pm / Weds 4:30 pm - 7:30 pm / Fri 9:30 am - 3 am / Sat 7:15 am - 3:45 pm / Sun 5 am - 6 am"
1193,Ka'ana Kitchen at Andaz Maui,Mon - Tues 2 pm - 11 pm / Weds 3:45 pm - 9 pm / Thurs 2 pm - 1 am / Fri 2:15 pm - 4:30 pm / Sat - Sun 12:30 pm - 1 am
1194,Naupaka Terrace,Mon 3:45 pm - 8 pm / Tues 8:15 am - 2:45 am / Weds 1:30 pm - 5:45 pm / Thurs 11:15 am - 3:30 pm / Fri 12:15 pm - 7 pm / Sat 2:15 pm - 3 pm / Sun 9:45 am - 1:15 am
1195,MW Restaurant,Mon - Weds 3:30 pm - 8:30 pm / Thurs 8:45 am - 4:45 pm / Fri 3:30 pm - 3 am / Sat 12 pm - 11:45 pm / Sun 12:30 pm - 2:45 pm
1196,Ko at The Fairmont Kea Lani,"Mon, Sat 11:30 am - 4:45 pm / Tues 6:30 am - 11:30 am / Weds 8:45 am - 10:15 am / Thurs 11 am - 12:45 pm / Fri 3:45 pm - 6:15 pm / Sun 5:45 am - 10:30 pm"
1197,The Terrace - Four Seasons Lanai,Mon 3:30 pm - 6:45 pm / Tues 8:30 am - 10:30 am / Weds - Thurs 10 am - 7:15 pm / Fri 11:15 am - 2:15 am / Sat 2:45 pm - 2:15 am / Sun 5:30 pm - 8:15 pm
1198,Gyotaku - King St.,"Mon 7:45 am - 2:30 pm / Tues, Sat 10:15 am - 8:15 pm / Weds 6:45 am - 2:15 am / Thurs 1 pm - 2:30 pm / Fri 6 am - 12:15 pm / Sun 5:45 pm - 1:45 am"
1199,Fleetwood's On Front St.,"Mon - Tues 4 pm - 11:15 pm / Weds, Fri 2 pm - 10:15 pm / Thurs, Sun 3:30 pm - 5:45 pm / Sat 11:15 am - 11:45 pm"
1200,Keoki's Paradise,"Mon 11:15 am - 12:15 pm / Tues 12:45 pm - 3:15 am / Weds, Fri 7:15 am - 2 am / Thurs, Sun 7:15 am - 1:45 am / Sat 4:30 pm - 6:15 pm"
1201,Josselin's Tapas Bar and Grill,Mon 11 am - 1:15 pm / Tues 1:30 pm - 4:15 pm / Weds 8:30 am - 12:30 pm / Thurs 7 am - 3:15 pm / Fri - Sat 9 am - 12 pm / Sun 1:30 pm - 9:45 pm
1202,Cafe Miro,Mon - Tues 11 am - 7:45 pm / Weds - Thurs 6 am - 2:45 am / Fri 11:45 am - 1:30 pm / Sat 7 am - 11:45 am / Sun 6 am - 2:45 pm
1203,Roy's Ko'Olina,"Mon 1:45 pm - 10:30 pm / Tues 12 pm - 8:45 pm / Weds, Fri 4:30 pm - 11:30 pm / Thurs 7:45 am - 7 pm / Sat 2:45 pm - 11:45 pm / Sun 5:30 am - 10:15 am"
1204,Oceanarium Restaurant,"Mon 5 pm - 10 pm / Tues, Fri 1:15 pm - 7:45 pm / Weds 12:15 pm - 9:45 pm / Thurs 3:15 pm - 6:30 pm / Sat - Sun 5:15 am - 6 pm"
1205,Morimoto Waikiki,Sun - Mon 9:15 am - 10:30 am / Tues 9:45 am - 7:30 pm / Weds 7:30 am - 6:15 pm / Thurs 5:15 am - 11:30 am / Fri 4:45 pm - 2:15 am / Sat 8:45 am - 12:30 pm
1206,Prima,Mon - Tues 12:15 pm - 3:15 am / Weds - Thurs 3:30 pm - 2 am / Fri 12:15 pm - 1:15 pm / Sat 11:45 am - 12 pm / Sun 4 pm - 2 am
1207,Maui Fish and Pasta,"Mon, Weds, Sat 4:45 pm - 7 pm / Tues 6 am - 9:30 am / Thurs - Fri 7:45 am - 10:15 am / Sun 9:30 am - 10 am"
1208,Ocean Pool Bar & Grill - Westin Kaanapali Ocean Resort Villas,"Mon 6:45 am - 10 pm / Tues, Sun 11:45 am - 7 pm / Weds, Fri 7:45 am - 4:30 pm / Thurs, Sat 12:45 pm - 5:30 pm"
1209,Yuzu Ala Moana,Mon - Tues 8:15 am - 12:45 pm / Weds - Thurs 10:30 am - 2:30 pm / Fri 5:15 am - 1:45 pm / Sat 5:15 pm - 12:15 pm / Sun 7:15 am - 12:15 pm
1210,Merriman's – Waimea – Big Island,"Mon, Fri 2:30 pm - 10 pm / Tues 1 pm - 3:15 am / Weds - Thurs 3:45 pm - 3:45 am / Sat 10:45 am - 6:30 pm / Sun 3:45 pm - 5:45 pm"
1211,Nanea Restaurant and Bar,Mon 7:15 am - 10:45 pm / Tues 9:30 am - 12:45 pm / Weds - Thurs 9 am - 5:30 pm / Fri 5:30 am - 6:45 am / Sat 6:30 am - 9:45 pm / Sun 8 am - 3:30 am
1212,Sansei Seafood Restaurant & Sushi Bar - WAIKIKI Oahu,"Mon, Thurs 3 pm - 12:30 pm / Tues, Sun 11 am - 8:15 pm / Weds 5:30 am - 7:30 pm / Fri - Sat 8:15 am - 10:45 pm"
1213,Vino Italian Tapas & Wine Bar,"Mon, Fri 10:30 am - 2:30 pm / Tues 5:45 am - 7:15 am / Weds 6:15 am - 6 pm / Thurs, Sun 6:45 am - 8:15 pm / Sat 5:15 am - 1:30 am"
1214,Buzz's Original Steakhouse,"Mon, Thurs 8 am - 1:30 am / Tues 11 am - 3:30 pm / Weds 2:15 pm - 3:15 pm / Fri 5:30 pm - 11:45 pm / Sat 6:15 am - 7:45 pm / Sun 12 pm - 1:15 am"
1215,VIEWS - Four Seasons Lanai,"Mon, Thurs 3 pm - 10 pm / Tues 12:15 pm - 1:45 pm / Weds 4:45 pm - 7:30 pm / Fri - Sat 11:45 am - 9:30 pm / Sun 4 pm - 9:30 pm"
1216,Imari A La Carte Dining - Hilton Waikoloa Village,Mon - Tues 7 am - 8:45 pm / Weds 4:45 pm - 12:30 pm / Thurs 4 pm - 12 pm / Fri 7 am - 5:15 pm / Sat 8:45 am - 10 pm / Sun 10 am - 9:45 pm
1217,Honu Seafood and Pizza - Lahaina,"Mon - Tues 5 am - 10 pm / Weds 6:15 am - 12:30 pm / Thurs, Sat 2:45 pm - 11:30 pm / Fri 9:45 am - 10:30 am / Sun 4 pm - 7 pm"
1218,Dondero's - Grand Hyatt Kauai,"Mon, Thurs - Fri 1:15 pm - 11:15 pm / Tues 8:30 am - 1:30 am / Weds 3 pm - 7:30 pm / Sat 8:30 am - 1:15 am / Sun 12:15 pm - 1 am"
1219,Duke's Kauai,"Mon 3:15 pm - 9:15 pm / Tues, Thurs - Fri 7:15 am - 11:15 am / Weds 3:15 pm - 5:30 pm / Sat 8 am - 10 pm / Sun 9:45 am - 3:45 pm"
1220,Japengo - Maui,"Mon, Weds 10:30 am - 11:15 am / Tues 12:15 pm - 5:15 pm / Thurs 9:15 am - 12 pm / Fri 1:30 pm - 11 pm / Sat 10 am - 12:45 pm / Sun 4:30 pm - 12 pm"
1221,Ferraro's Bar e Ristorante Maui,"Mon, Fri 4:30 pm - 6 pm / Tues 7:30 am - 10:15 pm / Weds, Sat 10:45 am - 11 am / Thurs 12:15 pm - 2 am / Sun 3:30 pm - 6:30 pm"
1222,Sarento's on the Beach,Mon 5 pm - 8:30 pm / Tues 2 pm - 3:30 pm / Weds 7:45 am - 9:30 am / Thurs 7:30 am - 2:30 am / Fri 3:45 pm - 2 am / Sat 10:30 am - 3:30 pm / Sun 8:15 am - 9:15 am
1223,Sushi Bushido,Mon - Tues 11:45 am - 3:15 am / Weds 5 am - 7 am / Thurs 6:15 am - 1:45 am / Fri 6:30 am - 12 pm / Sat 8:45 am - 4:15 pm / Sun 1:30 pm - 2 am
1224,Gazen Izakaya,"Mon, Thurs 5:15 am - 3:45 pm / Tues - Weds, Sat 5:45 am - 7:45 am / Fri 11 am - 10:45 pm / Sun 3:30 pm - 6:30 pm"
1225,The Veranda at the Kahala Resort,"Mon 7 am - 12:30 pm / Tues 12:15 pm - 6:30 pm / Weds, Sat 8 am - 2:30 pm / Thurs 5:45 am - 1:15 am / Fri 5:45 am - 10 am / Sun 5:15 pm - 6:45 pm"
1226,Longhi's Ala Moana,"Mon 2 pm - 7:15 pm / Tues, Sat 5:15 pm - 8:15 pm / Weds 2:45 pm - 11:30 pm / Thurs 2:45 pm - 3:45 pm / Fri 4 pm - 6 pm / Sun 3:15 pm - 6:30 pm"
1227,Pagoda Floating Restaurant,Mon 4:15 pm - 8 pm / Tues 5:30 am - 1 am / Weds 2 pm - 10:45 pm / Thurs - Fri 5:15 pm - 6:15 pm / Sat - Sun 11:15 am - 1 pm
1228,Humuhumu - Grand Wailea,"Mon 1 pm - 10:30 pm / Tues 9:45 am - 4 pm / Weds - Thurs 5 am - 12:15 pm / Fri, Sun 2:30 pm - 12 pm / Sat 1:45 pm - 8:15 pm"
1229,5 Palms Restaurant,Mon 6 am - 4:30 pm / Tues 5:30 pm - 6:15 pm / Weds 8:15 am - 9:15 am / Thurs 11:15 am - 2:15 pm / Fri 3:15 pm - 2:15 am / Sat 3 pm - 2:45 am / Sun 2:30 pm - 2:45 am
1230,Hoku's,Mon 1:15 pm - 5:15 pm / Tues 10:30 am - 6:45 pm / Weds 11:45 am - 4:45 pm / Thurs - Fri 1 pm - 1:15 am / Sat 3:45 pm - 1 am / Sun 5:30 am - 5:15 pm
1231,Il Lupino,Mon 12:30 pm - 6:15 pm / Tues 3:15 pm - 11:30 pm / Weds - Thurs 6 am - 6:15 pm / Fri 8:45 am - 9 am / Sat 7 am - 12:15 pm / Sun 12:45 pm - 7:45 pm
1232,Wai’olu Ocean View Lounge,"Mon 7:15 am - 7:15 pm / Tues 10 am - 4:45 pm / Weds, Fri 9 am - 3:15 pm / Thurs 12 pm - 9 pm / Sat 10:15 am - 11:15 pm / Sun 11:30 am - 1 am"
1233,Lahaina Fish Co.,"Mon, Weds 10:15 am - 11:15 pm / Tues 1:45 pm - 12:15 pm / Thurs 11:45 am - 9:15 pm / Fri 9 am - 5:15 pm / Sat 6:45 am - 8:15 pm / Sun 1:45 pm - 3:15 pm"
1234,Ilima Terrace - Grand Hyatt Kauai,"Mon, Weds 9 am - 4:30 pm / Tues 7:45 am - 2:30 am / Thurs 6:45 am - 12:45 pm / Fri 10:30 am - 2:15 am / Sat 4 pm - 9:15 pm / Sun 10:15 am - 11:45 pm"
1235,Sushi Shiono,"Mon, Fri 10:15 am - 1 am / Tues, Sun 1:15 pm - 12:15 pm / Weds - Thurs 4:30 pm - 2 am / Sat 10 am - 8:30 pm"
1236,Japengo - Waikiki,"Mon - Tues, Fri - Sat 10:30 am - 10:45 pm / Weds 10:30 am - 4:30 pm / Thurs 1:45 pm - 1:15 am / Sun 1:15 pm - 3:15 pm"
1237,Sansei Seafood Restaurant & Sushi Bar - WAIKOLOA Hawaii,"Mon - Tues 8:15 am - 4:45 pm / Weds 5:15 am - 1 pm / Thurs 2:30 pm - 9:15 pm / Fri, Sun 12:45 pm - 5:30 pm / Sat 1:30 pm - 4:15 pm"
1238,'Ulu Ocean Grill and Sushi Lounge,"Mon, Fri 2:30 pm - 8 pm / Tues 11 am - 2 pm / Weds 1:15 pm - 3:15 am / Thurs 10 am - 3:15 am / Sat 5 am - 11:30 am / Sun 10:45 am - 5 pm"
1239,Restaurant & Bar KO,Mon - Tues 4:30 pm - 10 pm / Weds 6 am - 7:30 pm / Thurs 1:15 pm - 3:45 am / Fri 6:15 am - 6:45 pm / Sat 6:15 am - 12:15 pm / Sun 5:15 pm - 2:15 am
1240,Haliimaile General Store,"Mon 12:45 pm - 1:45 pm / Tues 3:30 pm - 8:45 pm / Weds 2:30 pm - 9:30 pm / Thurs 1:45 pm - 11 pm / Fri, Sun 2:45 pm - 5 pm / Sat 3 pm - 1:30 am"
1241,Nick's Fishmarket Maui,"Mon, Fri 9:30 am - 8:15 pm / Tues - Weds 5:45 am - 5:15 pm / Thurs 8:45 am - 11:15 am / Sat 2:30 pm - 12:30 pm / Sun 7:30 am - 7 pm"
1242,Kincaid's - Honolulu,"Mon 7:15 am - 3:30 pm / Tues - Weds 7:30 am - 5:45 pm / Thurs 1:15 pm - 9:30 pm / Fri, Sun 12 pm - 8:30 pm / Sat 5 am - 7 pm"
1243,Monkeypod Kitchen - Ko Olina,"Mon, Thurs 5:45 am - 8:15 pm / Tues - Weds 7 am - 1:45 pm / Fri 3:30 pm - 6:15 pm / Sat - Sun 1:30 pm - 2:30 am"
1244,Charley's Restaurant & Saloon,"Mon, Thurs 7 am - 4:15 pm / Tues - Weds 9 am - 12 pm / Fri 4:45 pm - 1 am / Sat 4:45 pm - 2:30 am / Sun 6:30 am - 1:45 am"
1245,Saltimbocca,Mon - Tues 2:45 pm - 6:45 pm / Weds 4:45 pm - 3:30 am / Thurs 10 am - 6:15 pm / Fri 5:15 pm - 8:45 pm / Sat 5:15 pm - 1:30 am / Sun 1:45 pm - 1 am
1246,Ocean House Restaurant,Mon 5:30 am - 11:45 pm / Tues 5:30 pm - 12 pm / Weds - Thurs 9 am - 3:15 pm / Fri 3 pm - 11:45 pm / Sat 4:45 pm - 10:30 pm / Sun 2:45 pm - 11:45 pm
1247,Kai Sushi - The Ritz-Carlton Kapalua,"Mon - Tues 2:30 pm - 12:15 pm / Weds, Sun 1 pm - 5 pm / Thurs, Sat 11:15 am - 4 pm / Fri 5 am - 10 pm"
1248,The Terrace Chef-Crafted - The Ritz-Carlton Kapalua,"Mon, Weds, Fri 2:45 pm - 10:30 pm / Tues, Thurs 3 pm - 7:30 pm / Sat 5 am - 10:15 am / Sun 5:45 pm - 8 pm"
1249,Roy's Waikoloa Bar & Grill,Mon 4:30 pm - 11 pm / Tues 4:30 pm - 1:15 am / Weds 3:45 pm - 11:30 pm / Thurs 11 am - 8:45 pm / Fri 6:45 am - 9:45 pm / Sat 3:15 pm - 12:45 pm / Sun 2:45 pm - 8:30 pm
1250,Fresco - Hilton Hawaiian Village,"Mon, Fri 7:15 am - 9:15 pm / Tues 1:15 pm - 10:15 pm / Weds 5:45 am - 8 pm / Thurs 10:45 am - 11 am / Sat 5 pm - 12 pm / Sun 12:45 pm - 10:30 pm"
1251,The Pineapple Room by Alan Wong,Mon 3:30 pm - 7:45 pm / Tues 1:45 pm - 9:15 pm / Weds 9:30 am - 11:15 pm / Thurs - Fri 11:30 am - 11:45 pm / Sat 7:45 am - 8:30 pm / Sun 1:15 pm - 8:15 pm
1252,Grand Dining Room - Grand Wailea - Waldorf Astoria,Sat - Mon 1:15 pm - 4:15 pm / Tues 9:15 am - 6:45 pm / Weds 4:15 pm - 5:30 pm / Thurs 9 am - 10:30 pm / Fri 3:30 pm - 7 pm
1253,Kobe Japanese Steak House Maui,"Mon, Thurs 2:15 pm - 5:15 pm / Tues - Weds, Sun 3:45 pm - 5 pm / Fri 6:30 am - 9:15 am / Sat 10:15 am - 3:15 am"
1254,Casa di Amici,Mon - Fri 5:30 am - 1:30 am / Sat 5 am - 5:15 pm / Sun 1:30 pm - 3:45 am
1255,Black Rock Steak & Seafood,Mon 8 am - 3:30 pm / Tues 9:15 am - 12:15 pm / Weds 12 pm - 10 pm / Thurs 11:30 am - 3:45 am / Fri 9 am - 1:15 am / Sat - Sun 7:45 am - 11:45 pm
1256,Kono's on the Green,"Mon 12:45 pm - 8:15 pm / Tues 12:45 pm - 2:15 pm / Weds, Sat - Sun 9 am - 3:45 pm / Thurs 10:15 am - 4:15 pm / Fri 1:15 pm - 12 pm"
1257,Fu Lin Seafood Chinese Restaurant,"Mon, Sat 2 pm - 2:30 am / Tues 7:15 am - 3:15 pm / Weds 11:15 am - 3:45 pm / Thurs 3:15 pm - 12:15 pm / Fri 7:15 am - 2:15 pm / Sun 3:45 pm - 8:45 pm"
1258,Mac 24/7 Bar & Restaurant,"Sun - Mon 9:45 am - 11:30 am / Tues - Weds 3:15 pm - 9:15 pm / Thurs, Sat 11:30 am - 5:15 pm / Fri 8:45 am - 5:45 pm"
1259,Rita's Steak & Fish House,"Mon 5:45 pm - 11:45 pm / Tues 2:15 pm - 5:45 pm / Weds, Fri 1 pm - 9 pm / Thurs 5 am - 12:30 pm / Sat 3 pm - 5:30 pm / Sun 2:15 pm - 1:15 am"
1260,Gerard's Restaurant Maui,"Sun - Mon, Thurs 1 pm - 2:30 am / Tues - Weds 12:45 pm - 7:45 pm / Fri 11:30 am - 5:45 pm / Sat 4 pm - 10:30 pm"
1261,Stage Restaurant Hawaii,"Mon, Weds 5:45 am - 3:30 am / Tues 5 am - 12:15 pm / Thurs, Sat 12 pm - 10:45 pm / Fri 7:30 am - 1:15 pm / Sun 9 am - 3:30 am"
1262,Rays on the Bay,"Mon 9 am - 8:30 pm / Tues - Weds 10:15 am - 3:15 am / Thurs, Sat 2 pm - 8:15 pm / Fri 12 pm - 1 am / Sun 7:30 am - 8 pm"
1263,Roy's - Kaanapali,"Mon, Weds - Thurs 9:30 am - 5:45 pm / Tues 10:30 am - 9 pm / Fri 1 pm - 4:45 pm / Sat - Sun 8 am - 1:45 pm"
1264,Chart House - Waikiki,"Mon, Weds 12:30 pm - 3:15 am / Tues, Sat 5:15 am - 10:45 pm / Thurs 2:15 pm - 4 pm / Fri 4:15 pm - 9:15 pm / Sun 7:30 am - 10:30 am"
1265,Kailani,Sun - Weds 10 am - 2 pm / Thurs 12:45 pm - 1:15 pm / Fri 4:15 pm - 1 am / Sat 11:15 am - 1 am
1266,Cactus,"Mon, Thurs 5 pm - 7:30 pm / Tues, Sat - Sun 7 am - 8:30 am / Weds 4 pm - 9:15 pm / Fri 4:30 pm - 5:15 pm"
1267,Sale Pepe,"Mon, Weds 1:45 pm - 12:45 pm / Tues 11:30 am - 6:30 pm / Thurs, Sun 5 pm - 9 pm / Fri 8:30 am - 9:15 pm / Sat 12:45 pm - 10:15 pm"
1268,Eggs 'N Things,"Mon 9:15 am - 10 pm / Tues 5:45 pm - 10:15 pm / Weds, Sat 6:45 am - 8:15 am / Thurs 5:45 pm - 7:30 pm / Fri 2:45 pm - 9:45 pm / Sun 3:45 pm - 3:15 am"
1269,Mala Ocean Tavern - Lahaina,Mon 1:45 pm - 1 am / Tues - Weds 4:15 pm - 3 am / Thurs - Fri 1:15 pm - 4:45 pm / Sat 11:45 am - 1:15 pm / Sun 12 pm - 9:30 pm
1270,Keei Cafe,"Mon 3:30 pm - 8 pm / Tues, Fri 1:30 pm - 2:45 am / Weds 7:15 am - 9:45 am / Thurs, Sat 7:15 am - 8:30 pm / Sun 8:30 am - 8:30 pm"
1271,W Bistro at 1010,"Mon - Tues 9 am - 7:30 pm / Weds, Sat 5:30 pm - 1:15 am / Thurs 11:45 am - 3 am / Fri, Sun 11:15 am - 7:30 pm"
1272,Kupanaha (Ka'anapali Dinner Theater),"Mon 5:15 am - 12:30 pm / Tues, Fri 9:45 am - 1 pm / Weds 2:45 pm - 10 pm / Thurs 6:30 am - 11:15 pm / Sat 11 am - 1:15 am / Sun 3 pm - 1:15 am"
1273,Seoul Jung - Waikiki Resort Hotel,"Mon, Fri 8:45 am - 10:30 pm / Tues 1 pm - 7 pm / Weds - Thurs, Sun 10:15 am - 8:15 pm / Sat 10 am - 7:15 pm"
1274,Pa'akai (FKA: Twenty One Degrees North),"Mon - Tues 4 pm - 1:15 am / Weds 3 pm - 5:45 pm / Thurs 5:45 pm - 10 pm / Fri, Sun 10:15 am - 11:30 pm / Sat 10:45 am - 12 pm"
1275,Kenichi Pacific,Mon - Weds 11:15 am - 9:45 pm / Thurs 1:30 pm - 3:45 am / Fri 7 am - 3:30 am / Sat - Sun 8:15 am - 12:30 pm
1276,Hapuna-Coast Grille,"Mon, Fri 3 pm - 6 pm / Tues 11:45 am - 2:15 am / Weds 7:45 am - 1 am / Thurs 3 pm - 4:15 pm / Sat 8 am - 4 pm / Sun 8:15 am - 8:15 pm"
1277,Tidepools - Grand Hyatt Kauai,"Mon 5 pm - 10:45 pm / Tues, Fri 1:15 pm - 6:30 pm / Weds 11 am - 12:15 pm / Thurs 4:45 pm - 8 pm / Sat 6:15 am - 9:30 am / Sun 12:15 pm - 8:30 pm"
1278,Merriman's - Poipu,"Mon, Sat 5:45 pm - 12:15 pm / Tues 4:45 pm - 1 am / Weds, Fri 4:15 pm - 6:30 pm / Thurs 6:30 am - 3 am / Sun 8:45 am - 12 pm"
1279,Orchids at Halekulani,"Mon, Weds - Thurs, Sat 2:15 pm - 1:45 am / Tues, Fri, Sun 10:15 am - 2:30 am"
1280,Miyako Japanese Restaurant,"Mon, Weds 11 am - 12:30 pm / Tues 3:15 pm - 5 pm / Thurs 9 am - 10:45 am / Fri 10:15 am - 10:15 pm / Sat 2:15 pm - 1:15 am / Sun 3 pm - 12:15 pm"
1281,SHOR American Seafood Grill at Hyatt Waikiki,Mon - Tues 4:45 pm - 12 pm / Weds 11 am - 10:45 pm / Thurs 5:30 pm - 1:30 am / Fri 7 am - 3:30 am / Sat 1 pm - 10:45 pm / Sun 5 pm - 10 pm
1282,Cane & Canoe - Montage Kapalua Bay,Mon 3:15 pm - 12 pm / Tues 3:30 pm - 1 am / Weds - Thurs 7:45 am - 3:45 am / Fri 10:45 am - 9:30 pm / Sat 3:45 pm - 11 pm / Sun 2:30 pm - 11:30 pm
1283,Monstera Noodles & Sushi,"Mon, Weds 7 am - 9 pm / Tues 11:45 am - 2 am / Thurs 9 am - 4:15 pm / Fri, Sun 11:15 am - 3:15 am / Sat 3:30 pm - 1:15 am"
1284,Honu's on the Beach Restaurant,"Mon, Fri 12:45 pm - 4 pm / Tues - Weds, Sun 2:15 pm - 2:15 am / Thurs 11:15 am - 3 pm / Sat 3:30 pm - 12:45 pm"
1285,Ryan's Grill,"Mon, Sat 11:30 am - 12 pm / Tues, Fri 7 am - 7:30 pm / Weds 12:30 pm - 6:15 pm / Thurs 6:15 am - 8:15 am / Sun 11:30 am - 11 pm"
1286,Kalaheo Steak and Ribs,"Sun - Tues, Fri 9:30 am - 11:30 am / Weds 12 pm - 4:15 pm / Thurs 1 pm - 8:15 pm / Sat 3:45 pm - 5 pm"
1287,Imari Teppanyaki - Hilton Waikoloa Village,"Mon 2:15 pm - 11:45 pm / Tues 9:45 am - 6:30 pm / Weds 5:30 am - 5:30 pm / Thurs, Sat 6:45 am - 12:15 pm / Fri 5:15 pm - 6:30 pm / Sun 11:15 am - 11:45 pm"
1288,Don the Beachcomber - Royal Kona Resort,"Mon - Tues 11:45 am - 3:45 am / Weds 12:15 pm - 1:15 am / Thurs 12:15 pm - 8 pm / Fri, Sun 3:45 pm - 9:15 pm / Sat 1:45 pm - 6:45 pm"
1289,Mimasuya Italiano of Kyoto,Mon 6:15 am - 11:30 pm / Tues - Weds 5:30 am - 6:30 pm / Thurs 5:45 am - 8 am / Fri 3:15 pm - 11:15 pm / Sat 2:15 pm - 1:15 am / Sun 3:15 pm - 3 am
1290,Lanai City Grille,Mon - Tues 5:15 am - 9 pm / Weds 7:15 am - 12:15 pm / Thurs 4:30 pm - 12:30 pm / Fri 5:45 pm - 3:15 am / Sat - Sun 10 am - 2:45 pm
1291,Beach Tree at the Hualalai,Mon - Tues 11 am - 3:45 pm / Weds 12:15 pm - 2:15 am / Thurs - Fri 1:30 pm - 3:15 am / Sat 11:45 am - 7 pm / Sun 1:45 pm - 4:30 pm
1292,Makana Terrace - St. Regis - Hawaii,Mon 5 pm - 12:30 pm / Tues 8:45 am - 3:15 pm / Weds 3:45 pm - 5:30 pm / Thurs 4:45 pm - 2 am / Fri 3:30 pm - 4:30 pm / Sat 6:15 am - 6:15 pm / Sun 6 am - 9:30 am
1293,Sam Choy's Kai Lanai,Mon 2:30 pm - 11:15 pm / Tues 8 am - 11:45 pm / Weds - Thurs 5:15 pm - 10:15 pm / Fri 5 pm - 3:15 am / Sat 9:15 am - 10 am / Sun 3 pm - 1:15 am
1294,Pulehu an Italian Grill,"Mon - Tues, Fri 3 pm - 10 pm / Weds 11:45 am - 6:15 pm / Thurs 5:45 am - 4:45 pm / Sat - Sun 11:45 am - 7 pm"
1295,Pacific'O,"Sun - Mon 6:45 am - 10 am / Tues, Thurs 11 am - 12:45 pm / Weds 8:30 am - 5:15 pm / Fri 12:45 pm - 3:15 pm / Sat 5:30 am - 11:15 am"
1296,Ola at Turtle Bay,Mon 5:30 am - 7 am / Tues 2:45 pm - 11:15 pm / Weds 6:30 am - 9:30 pm / Thurs - Fri 6:45 am - 3 am / Sat 5:30 am - 4 pm / Sun 4:15 pm - 6:15 pm
